artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,
Nickelback,Silver Side Up,How You Remind Me,223840,FALSE,0.446,0.764,3,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4,alternative,
Ben E. King,Don't Play That Song (Mono),Stand by Me,180055,FALSE,0.65,0.306,3,-9.443,1,0.0393,0.57,7.07E-06,0.0707,0.605,118.068,4,r-n-b,
Sofía Reyes;Jason Derulo;De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,FALSE,0.792,0.895,3,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,4,dance,
Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,175173,FALSE,0.535,0.716,3,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4,punk,
Tiago PZK;Ozuna,Nos Comemos (feat. Ozuna),Nos Comemos (feat. Ozuna),191086,TRUE,0.827,0.819,3,-3.701,1,0.052,0.1,0,0.089,0.562,92.017,4,latino,
Ariana Grande,My Everything (Deluxe),One Last Time,197266,FALSE,0.628,0.593,3,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,4,dance,
J Balvin;Maria Becerra,Qué Más Pues?,Qué Más Pues?,217773,FALSE,0.891,0.819,3,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,4,reggae,
The Weeknd,Starboy,Die For You,260253,FALSE,0.582,0.525,3,-7.163,0,0.0627,0.111,0,0.134,0.51,133.249,4,pop,
LE SSERAFIM,FEARLESS,Blue Flame,201894,FALSE,0.781,0.725,3,-3.571,0,0.0452,0.0281,0,0.0761,0.765,112.045,4,k-pop,
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,482830,FALSE,0.338,0.34,3,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4,hard-rock,
Paulo Londra;Duki,Party en el Barrio (feat. Duki),Party en el Barrio (feat. Duki),236143,TRUE,0.527,0.665,3,-7.108,1,0.164,0.0168,1.29E-06,0.324,0.546,135.026,4,latino,
Tove Lo,Queen Of The Clouds,Habits (Stay High),209160,FALSE,0.733,0.65,3,-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,4,synth-pop,
Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),217706,FALSE,0.728,0.563,3,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4,dance,
Gorillaz,Demon Days,Feel Good Inc.,222640,FALSE,0.818,0.705,3,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,alternative,
AP Dhillon;Gurinder Gill,HIDDEN GEMS,TERE TE,114418,FALSE,0.692,0.488,3,-10.96,0,0.135,0.0508,0,0.154,0.299,171.9,4,pop,
Van Halen,1984 (Remastered),Jump - 2015 Remaster,241599,FALSE,0.572,0.835,3,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4,metal,
KAROL G;Maldy,GATÚBELA,GATÚBELA,209160,FALSE,0.627,0.858,3,-2.824,0,0.386,0.263,0,0.21,0.342,92.523,4,reggae,
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,188986,FALSE,0.743,0.836,3,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4,punk,
Imagine Dragons;JID;Arcane;League of Legends,Mercury - Acts 1 & 2,Enemy (with JID) - from the series Arcane League of Legends,173381,FALSE,0.728,0.783,3,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4,rock,
Scorpions,Crazy World,Wind Of Change,312360,FALSE,0.452,0.524,3,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,4,metal,
Bonnie Tyler,Secret Dreams and Forbidden Fire,"Holding Out for a Hero - From ""Footloose"" Soundtrack",348333,FALSE,0.616,0.685,3,-15.289,0,0.04,0.0245,1.13E-05,0.0491,0.895,150.055,4,disco,
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),254920,TRUE,0.795,0.845,3,-3.809,0,0.135,0.105,1.14E-05,0.172,0.769,170.023,4,latino,
Bring Me The Horizon,That's The Spirit,Throne,191520,FALSE,0.426,0.888,3,-3.72,0,0.0987,0.000455,0,0.306,0.387,144.111,4,metal,
Cafuné,Running,Tek It,191823,FALSE,0.423,0.913,3,-5.354,1,0.0655,6.53E-05,0,0.269,0.596,146.995,4,indie,
DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",225600,TRUE,0.8,0.837,3,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,edm,
Amber Run,5AM (Expanded Edition),I Found,273000,FALSE,0.567,0.303,3,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,4,indie,
Demi Lovato,Demi,Heart Attack,210840,FALSE,0.504,0.785,3,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,4,dance,
Frank Ocean,Blonde,Ivy,249191,TRUE,0.575,0.386,3,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4,soul,
Powfu;beabadoobee,death bed (coffee for your head),death bed (coffee for your head),173333,FALSE,0.726,0.431,3,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4,sad,
Myke Towers;Jhay Cortez,Ande Con Quien Ande,Ande Con Quien Ande,208734,TRUE,0.825,0.736,3,-5.55,1,0.0913,0.0822,0,0.158,0.508,92.028,4,latino,
Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Rollin' (Air Raid Vehicle),213760,TRUE,0.603,0.933,3,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,4,metal,
James Blunt,Back to Bedlam,You're Beautiful,209493,TRUE,0.675,0.479,3,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,4,rock,
AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,269333,FALSE,0.68,0.428,3,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,4,singer-songwriter,
Morgan Wallen,Dangerous: The Double Album,Wasted On You,178520,FALSE,0.505,0.657,3,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,country,
MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),148629,FALSE,0.607,0.767,3,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3,house,
Linkin Park,Hybrid Theory (Bonus Edition),Crawling,208960,FALSE,0.58,0.702,3,-5.565,1,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,4,grunge,
The Backseat Lovers,When We Were Friends,Kilby Girl,282205,FALSE,0.329,0.444,3,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,4,indie-pop,
Ariana Grande;The Weeknd,My Everything (Deluxe),Love Me Harder,236133,FALSE,0.472,0.714,3,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,4,dance,
Nathan Dawe;Ella Henderson,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),155253,FALSE,0.621,0.785,3,-4.499,1,0.11,0.0165,5.92E-06,0.0512,0.779,123.96,4,dance,
2Pac,R U Still Down? [Remember Me],Do For Love,281600,TRUE,0.874,0.63,3,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95,4,funk,
Tai Verdes,TV,A-O-K,173640,TRUE,0.731,0.626,3,-6.919,1,0.0805,0.125,0,0.183,0.862,82.488,4,indie,
BLACKPINK,SQUARE ONE,BOOMBAYAH,240793,FALSE,0.661,0.836,3,-3.164,0,0.059,0.00268,0,0.497,0.396,124.952,4,k-pop,
Adele,30,Easy On Me,224694,FALSE,0.604,0.366,4,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4,soul,
Bad Bunny,Un Verano Sin Ti,El Apagón,201816,FALSE,0.629,0.698,4,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,4,latino,
Pantera,Vulgar Display of Power,Walk,315120,TRUE,0.43,0.704,4,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,alt-rock,
Riton;Nightcrawlers;Mufasa & Hypeman;Dopamine,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,169153,FALSE,0.824,0.862,4,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4,house,
Vance Joy,Dream Your Life Away,Riptide,204280,FALSE,0.484,0.731,4,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4,folk,
Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,222160,FALSE,0.631,0.927,4,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,electro,
Yung Gravy,Betty (Get Money),Betty (Get Money),146470,FALSE,0.723,0.772,4,-6.784,1,0.0792,0.00524,1.15E-05,0.367,0.58,102.004,4,hip-hop,
Ofenbach;Lagique,Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),139563,FALSE,0.734,0.855,4,-4.578,0,0.135,0.0821,4.73E-06,0.0901,0.54,121.955,4,edm,
Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),212000,TRUE,0.736,0.704,4,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4,hip-hop,
Ralph Castelli,Morning Sex,Morning Sex,175312,FALSE,0.81,0.353,4,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,4,indie-pop,
Linkin Park,Hybrid Theory (Bonus Edition),In the End,216880,FALSE,0.556,0.864,4,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4,metal,
Vansire,Angel Youth,From the Subway Train,57370,FALSE,0.392,0.429,4,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,4,indie-pop,
Elton John,Too Low For Zero,I'm Still Standing,183440,FALSE,0.504,0.904,4,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4,piano,
Bon Jovi,Slippery When Wet,You Give Love A Bad Name,222706,FALSE,0.541,0.96,4,-2.947,0,0.0505,0.0663,2.25E-06,0.344,0.812,122.803,4,metal,
Jon Lajoie,You Want Some of This?,Everyday Normal Guy 2,195693,TRUE,0.823,0.731,4,-4.273,1,0.307,0.42,0,0.306,0.876,90.302,4,comedy,
Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,192600,FALSE,0.852,0.797,4,-6.543,1,0.0614,0.322,2.69E-06,0.0845,0.741,96.008,4,latino,
Pritam;Arijit Singh;Amitabh Bhattacharya;Jonita Gandhi,"Deva Deva (From ""Brahmastra"")","Deva Deva (From ""Brahmastra"")",279107,FALSE,0.534,0.721,4,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,4,indian,
OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,148485,FALSE,0.704,0.797,4,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,rock,
Marc Anthony,3,Vivir Mi Vida,252346,FALSE,0.656,0.877,4,-3.231,0,0.0342,0.345,0,0.349,0.894,105.018,4,salsa,
Madison Beer,Reckless,Reckless,203384,FALSE,0.386,0.426,4,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,3,electro,
Metallica,Master Of Puppets (Remastered),Master Of Puppets,515386,FALSE,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,metal,
Mac DeMarco,2,My Kind of Woman,190845,FALSE,0.501,0.765,4,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4,indie,
MEDUZA;Dermot Kennedy,Paradise,Paradise (feat. Dermot Kennedy),167903,FALSE,0.632,0.595,4,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,4,electro,
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,169247,TRUE,0.672,0.594,4,-6.813,0,0.0789,0.0626,5.14E-05,0.152,0.158,171.854,4,latino,
Vance Joy,Dream Your Life Away (Special Edition),Riptide,204280,FALSE,0.484,0.731,4,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4,folk,
Camilo;Shawn Mendes,KESI (Remix),KESI - Remix,176575,FALSE,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18E-06,0.094,0.823,122.959,4,reggae,
David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,Listen,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,FALSE,0.596,0.73,4,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,4,dance,
DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,0.842,0.801,4,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,4,electro,
The Script,No Sound Without Silence,Superheroes,245466,FALSE,0.49,0.885,4,-4.121,1,0.0396,0.00218,0,0.0741,0.64,166.996,4,rock,
Robin Schulz;Dennis Lloyd,Young Right Now,Young Right Now,186140,FALSE,0.539,0.708,4,-6.189,1,0.0976,0.0129,0,0.14,0.381,123.039,4,german,
Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Layla,423840,FALSE,0.404,0.902,4,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,blues,
Justin Quiles;Chimbala;Zion & Lennox,Loco,Loco,231603,FALSE,0.77,0.899,4,-2.981,1,0.0494,0.222,1.14E-06,0.0894,0.851,128.05,4,latino,
Ariana Grande,Dangerous Woman,Into You,244453,FALSE,0.623,0.734,4,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,4,dance,
Halsey,hopeless fountain kingdom (Deluxe),Walls Could Talk,101789,TRUE,0.626,0.423,4,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,4,electro,
Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,92866,FALSE,0.707,0.535,4,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,rock,
Tiësto,Baila Conmigo,Baila Conmigo,146249,FALSE,0.652,0.855,4,-6.411,1,0.0775,0.00658,0.409,0.341,0.0834,127.964,4,trance,
Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,329733,FALSE,0.592,0.767,4,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,funk,
Becky G,Shower,Shower,206166,FALSE,0.699,0.529,4,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,4,reggaeton,
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,199080,FALSE,0.578,0.866,4,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4,alt-rock,
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,166253,FALSE,0.647,0.801,4,-2.946,0,0.249,0.0451,0,0.0628,0.517,180.108,4,latino,
Billy Joel,An Innocent Man,Uptown Girl,197706,FALSE,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,piano,
Slipknot,All Hope Is Gone (10th Anniversary),Psychosocial,284120,FALSE,0.568,0.981,4,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4,metal,
Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,313573,TRUE,0.466,0.833,4,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4,alternative,
Jhayco;J Balvin;Bad Bunny,Famouz,No Me Conoce - Remix,309120,FALSE,0.806,0.786,4,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,4,latino,
Sigala,Melody,Melody,167142,FALSE,0.63,0.91,4,-2.681,0,0.058,0.0231,1.91E-06,0.125,0.525,123.017,4,house,
Jhayco;J Balvin;Bad Bunny,Famouz,No Me Conoce - Remix,309120,FALSE,0.806,0.786,4,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,4,reggae,
Stromae,racine carrée,Papaoutai,232146,FALSE,0.734,0.809,4,-7.264,0,0.0839,0.0266,0,0.0642,0.254,116.024,4,house,
Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Layla,423840,FALSE,0.404,0.902,4,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,singer-songwriter,
Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,157333,FALSE,0.492,0.969,4,-4.419,1,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136,4,metal,
Cavetown,Cavetown,Devil Town,179955,FALSE,0.576,0.759,4,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4,indie-pop,
MGMT,Little Dark Age,Little Dark Age,299960,FALSE,0.705,0.712,4,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,indie,
Shawn Mendes,Illuminate (Deluxe),Mercy,208733,FALSE,0.555,0.662,4,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,4,dance,
Heart,Bad Animals,Alone,218733,FALSE,0.418,0.452,4,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,4,hard-rock,
King,OOPS,OOPS,163200,FALSE,0.918,0.673,4,-5.084,1,0.184,0.314,0,0.0555,0.828,99.952,4,hip-hop,
Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,393640,FALSE,0.533,0.36,4,-12.633,1,0.0282,0.0805,1.03E-05,0.0631,0.299,131.229,4,songwriter,
Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,FALSE,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,4,alt-rock,
Vaundy,CHAINSAW BLOOD,CHAINSAW BLOOD,200997,FALSE,0.528,0.855,4,-5.229,1,0.0953,7.38E-05,1.81E-06,0.281,0.549,146.987,4,soul,
Alesso;Katy Perry,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),161266,FALSE,0.685,0.886,4,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,edm,
Clean Bandit;Zara Larsson,What Is Love? (Deluxe Edition),Symphony (feat. Zara Larsson),212733,FALSE,0.715,0.605,4,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,4,edm,
Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,238266,FALSE,0.71,0.799,4,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,disco,
Lykke Li,so sad so sexy,sex money feelings die,139840,TRUE,0.789,0.534,4,-6.347,0,0.0709,0.323,3.42E-06,0.0645,0.631,134.055,4,indie-pop,
Bad Bunny,Un Verano Sin Ti,Un Ratito,176936,FALSE,0.787,0.546,4,-7.094,0,0.0532,0.305,4.55E-05,0.122,0.222,93.05,4,latino,
Foo Fighters,In Your Honor,Best of You,255626,FALSE,0.366,0.94,4,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,4,grunge,
Joji,Glimpse of Us,Glimpse of Us,233456,FALSE,0.44,0.317,4,-9.258,1,0.0531,0.891,4.78E-06,0.141,0.268,169.914,3,pop,
Avicii,The Days / Nights,The Nights,176658,FALSE,0.527,0.835,4,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4,pop,
The Lumineers,The Lumineers (Deluxe Edition),Ho Hey,163133,FALSE,0.682,0.471,4,-9.182,1,0.0301,0.765,0,0.0908,0.421,79.907,4,folk,
Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,232893,FALSE,0.566,0.885,4,-4.528,1,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,4,dance,
Daddy Yankee;Snow,Con Calma,Con Calma,193226,FALSE,0.737,0.86,4,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,4,reggae,
Cavetown,Animal Kingdom,Juliet,278991,TRUE,0.546,0.586,4,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4,indie-pop,
Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,283800,TRUE,0.596,0.605,4,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,country,
Bad Bunny;Jhay Cortez,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,205090,TRUE,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22E-05,0.113,0.145,109.928,4,reggaeton,
Becky Hill;David Guetta,Remember,Remember,160766,FALSE,0.612,0.862,4,-2.903,1,0.037,0.041,0,0.0907,0.354,123.849,4,edm,
Anitta,Envolver,Envolver,193805,FALSE,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,pagode,
flora cash,You're Somebody Else,You're Somebody Else,218883,FALSE,0.713,0.452,4,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,indie-pop,
The Offspring,Americana,The Kids Aren't Alright,180160,FALSE,0.523,0.943,4,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,4,punk,
Majestic;Boney M.,Rasputin,Rasputin,186209,FALSE,0.758,0.913,4,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04,4,house,
Bee Gees,How Can You Mend A Broken Heart,Stayin Alive,285373,FALSE,0.702,0.773,4,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,4,disco,
Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),Paralyzer,208106,FALSE,0.644,0.939,4,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,4,metal,
The Goo Goo Dolls,Dizzy up the Girl,Iris,289533,FALSE,0.315,0.715,4,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,3,rock,
Declan McKenna,What Do You Think About the Car?,Brazil,252306,FALSE,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,4,alt-rock,
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,547106,FALSE,0.249,0.834,4,-8.21,1,0.0577,0.0738,9.48E-05,0.0924,0.338,118.223,4,hard-rock,
Maluma,PAPI JUANCHO,Hawái,199112,FALSE,0.783,0.727,4,-3.454,0,0.389,0.185,2.46E-05,0.0626,0.558,180.067,4,reggae,
Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,197986,FALSE,0.774,0.75,4,-4.927,0,0.0412,0.00207,1.78E-05,0.0808,0.927,118.015,4,alt-rock,
Zara Larsson,So Good,Lush Life,201122,FALSE,0.694,0.712,4,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,4,electro,
Marshmello;Anne-Marie,FRIENDS,FRIENDS,202620,TRUE,0.626,0.88,4,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4,house,
Billy Joel,The Stranger (Legacy Edition),Vienna,214240,FALSE,0.532,0.495,4,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,4,folk,
Shawn Mendes;Camila Cabello,Shawn Mendes (Deluxe),Señorita,190799,FALSE,0.759,0.548,4,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,4,dance,
Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,237626,FALSE,0.719,0.671,4,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,4,indie,
Tiësto;Charli XCX,Hot In It,Hot In It,129817,FALSE,0.748,0.841,4,-5.08,1,0.177,0.00445,1.33E-06,0.0413,0.717,123.045,4,edm,
Kane Brown;Katelyn Brown,Different Man,Thank God,174560,FALSE,0.738,0.455,4,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945,4,country,
Halsey,Manic,Without Me,201660,TRUE,0.752,0.488,4,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4,indie-pop,
Marvin Gaye;Tammi Terrell,United,Ain't No Mountain High Enough,151666,FALSE,0.663,0.6,4,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,soul,
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,216053,FALSE,0.508,0.834,4,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,4,songwriter,
The Notorious B.I.G.,Ready to Die (The Remaster),Big Poppa - 2005 Remaster,252746,TRUE,0.78,0.575,4,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,4,hardcore,
Jeremy Zucker,glisten,all the kids are depressed,169973,TRUE,0.773,0.437,4,-8.281,1,0.0963,0.836,2.42E-05,0.544,0.707,103.861,4,electro,
Cavetown,This Is Home,This Is Home,226073,FALSE,0.811,0.266,4,-12.478,1,0.0406,0.56,1.05E-06,0.0962,0.211,130.044,4,indie,
Bad Bunny;Tainy,Callaita,Callaita,250533,TRUE,0.61,0.624,4,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,4,reggaeton,
Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,243716,FALSE,0.65,0.715,4,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,reggae,
Mazzy Star,So Tonight That I Might See,Fade Into You,295600,FALSE,0.42,0.33,4,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3,alt-rock,
Cage The Elephant,Melophobia,Cigarette Daydreams,208760,FALSE,0.636,0.676,4,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4,punk-rock,
Dua Lipa,Future Nostalgia,Break My Heart,221820,FALSE,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39E-06,0.349,0.467,113.011,4,dance,
Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,308120,FALSE,0.333,0.927,4,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4,blues,
The Temptations,The Temptations Sing Smokey,My Girl,165000,FALSE,0.572,0.418,4,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,4,funk,
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,243360,FALSE,0.382,0.589,4,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4,songwriter,
KAROL G,BICHOTA,BICHOTA,178946,TRUE,0.863,0.666,4,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,reggae,
Pantera,Vulgar Display of Power,Walk,315120,TRUE,0.43,0.704,4,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,metal,
David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),245040,FALSE,0.604,0.787,4,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,dance,
System Of A Down,Toxicity,Chop Suey!,210240,FALSE,0.417,0.934,4,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,metal,
The Turtles,Happy Together,Happy Together,176293,FALSE,0.584,0.367,4,-9.638,0,0.0328,0.55,1.38E-05,0.0818,0.588,120.175,4,psych-rock,
Tiësto;KAROL G,Don't Be Shy,Don't Be Shy,140500,TRUE,0.77,0.787,4,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,4,edm,
Chimbala,Feliz,Feliz,177240,FALSE,0.848,0.852,4,-2.158,0,0.103,0.373,0.0323,0.0865,0.956,129.995,4,latino,
The Offspring,Americana,The Kids Aren't Alright,180160,FALSE,0.523,0.943,4,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,4,ska,
Mitski,Be the Cowboy,Washing Machine Heart,128198,FALSE,0.613,0.822,4,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4,indie,
